string_id 	canonical_form_id 	string name 	label 	source
847218 	845070 	Ampelisca declivitatis Mills, 1967 	good 	2.txt
614254 	612081 	Amphilimna valida (Clark, 1939) 	good 	2.txt
38673403 	347995 	Amphiodia (Amphispina) 	good 	2.txt
615544 	613371 	Amphiophiura spatulifera Koehler, 1922 	good 	2.txt
333218 	333178 	Amphisoleniaceae 	good 	2.txt
38697754 	8485617 	Amphora grovei Cl. 	good 	2.txt
12915375 	4414627 	Amphorides minor Jorgensen, 1924 	good 	2.txt
1175453 	1173228 	Amphoroidea typa H. Milne Edwards, 1840 	good 	2.txt
805420 	803262 	Anachis fenneli Radwin, 1968 	good 	2.txt
156931276 	155385968 	Anas canagica 	good 	2.txt
38693142 	4475610 	Anodontia kora 	good 	2.txt
1473739 	1471511 	Anopheles crucians Wiedemann, 1828 	good 	2.txt
5162877 	2639323 	Anoplodactylus speculus Child, 1995 	good 	2.txt
14659081 	6399465 	Anser rossi 	good 	2.txt
338372 	338330 	Anthomyiidae 	good 	2.txt
615361 	613188 	Anthophiura granulata (H.L. Clark, 1939) 	good 	2.txt
9656449 	1417206 	Antimora rostrata (Günther, 1878) 	good 	2.txt
531835 	531763 	Antipathes ceylonensis (Thomson & Simpson, 1905) 	good 	2.txt
9922 	9885 	Antithamnion pseudoarmatum Stegenga 	good 	2.txt
156931422 	18006352 	Antrostomus cubanensis (Lawrence, 1860) 	good 	2.txt
738447 	736301 	Apalis bamendae Bannerman, 1922 	good 	2.txt
38699541 	7869212 	Apherusa gracilis Holmes 	good 	2.txt
7849745 	356567 	Aphia Risso, 1827 	good 	2.txt
11294189 	4526268 	Aphotopontius temperatus Humes, 1997 	good 	2.txt
738487 	736341 	Aplonis fusca Gould, 1836 	good 	2.txt
738494 	736348 	Aplonis mysolensis (Gray, 1862) 	good 	2.txt
2416296 	2413097 	Apogon perdix (Bleeker, 1854) 	good 	2.txt
2391191 	2388731 	Apristurus verweyi (Fowler, 1934) 	good 	2.txt
8305706 	734677 	Apus affinis 	good 	2.txt
726709 	724562 	Aquila chrysaetos (Linnaeus, 1758) 	good 	2.txt
1406740 	1404515 	Aracana aurita (Shaw, 1798) 	good 	2.txt
14404500 	6259056 	Araphuroides parabreviremis Sieg, 1986 	good 	2.txt
38684169 	8484331 	Arca infilata 	good 	2.txt
38693356 	843653 	Arcoscalpellum imbricotectum Newman & Ross 	good 	2.txt
156931619 	733867 	Ardea alba (Linnaeus, 1758) 	good 	2.txt
30423745 	724236 	Ardea pacifica Latham, 1801 	good 	2.txt
11429152 	724237 	Ardea picata 	good 	2.txt
1433909 	1431689 	Argyropelecus olfersii (Cuvier, 1829) 	good 	2.txt
30364957 	768245 	Aristias captiva 	good 	2.txt
1167992 	1165758 	Armadillidium teramense Verhoeff, 1933A 	good 	2.txt
1421757 	1419537 	Arnoglossus dalgleishi (von Bonde, 1922) 	good 	2.txt
738532 	736386 	Artamus cinereus Vieillot, 1817 	good 	2.txt
728050 	725903 	Asio flammeus (Pontoppidan, 1763) 	good 	2.txt
453996 	453938 	Asperoteuthis 	good 	2.txt
11188613 	2671280 	Aspidoconcha limnoriae de Vos, 1953 	good 	2.txt
38698038 	7900630 	Assiminea nitida (Pease, 1865) 	good 	2.txt
22791555 	736420 	Asthenes virgata (Sclater, 1874) 	good 	2.txt
744053 	741907 	Astyris lunata (Say, 1826) 	good 	2.txt
5114438 	353808 	Atherion Jordan & Starks, 1901 	good 	2.txt
738597 	736451 	Atrichornis clamosus (Gould, 1844) 	good 	2.txt
38705008 	4419395 	Attiliosa caledonica Jousseaume, 1881 	good 	2.txt
38700681 	8493778 	Aulactinia strheides (Mc Murrich) 	good 	2.txt
38683157 	16540 	Auliscus sculptus (W. Smith) Ralfs in Pritchard, 1861 	good 	2.txt
38699551 	1602174 	Aureliania augusta (Forbes, 1841) 	good 	2.txt
1168572 	1166337 	Austrarcturella hirsuta Poore & Bardsley, 1992 	good 	2.txt
11005683 	4376471 	Autonoe megacheir Sars, 1879 	good 	2.txt
1402183 	1399959 	Axoclinus lucillae Fowler, 1944 	good 	2.txt
1422873 	1420653 	Badis badis (Hamilton, 1822) 	good 	2.txt
4937970 	2466617 	Balanoidea Leach, 1817 	good 	2.txt
7730293 	2711770 	Balticina christii (Koren and Danielssen, 1847) 	good 	2.txt
38704092 	7889645 	Barbatia (Calloarca) cibotina Melvill 	good 	2.txt
12148889 	4451135 	Barnea dilatata 	good 	2.txt
4929152 	736502 	Basileuterus trifasciatus Taczanowski, 1881 	good 	2.txt
1423001 	1420781 	Bathophilus ater (Brauer, 1902) 	good 	2.txt
1430777 	1428558 	Bathygobius burtoni (O'Shaughnessy, 1875) 	good 	2.txt
10974168 	527997 	Bathypera splendens (Michaelsen, 1904) 	good 	2.txt
2380408 	2377983 	Bathysauropsis gigas (Kamohara, 1952) 	good 	2.txt
738673 	736527 	Batis poensis Alexander, 1903 	good 	2.txt
738675 	736529 	Batis reichenowi Grote, 1911 	good 	2.txt
352582 	352564 	Batrachoides 	good 	2.txt
31206381 	4525081 	Beguina trapezia 	good 	2.txt
38703231 	8493965 	Biddulphia pelagica Schroeder 	good 	2.txt
32955417 	8333638 	Birubinae 	good 	2.txt
7684709 	2684308 	Blidingia minima var. minima 	good 	2.txt
11177547 	4470151 	Bolbolaimus riemanni (Riemann, 1966) 	good 	2.txt
460422 	460362 	Bookhoutia 	good 	2.txt
336780 	336738 	Bovichtidae 	good 	2.txt
727548 	725401 	Brachyramphus brevirostris (Vigors, 1829) 	good 	2.txt
38694731 	4515512 	Brachystomia scalaris (Bate, 1857) 	good 	2.txt
2063389 	2060633 	Brada setosa Verrill, 1873 	good 	2.txt
1403423 	1401199 	Brycon orbignyanus (Valenciennes, 1850) 	good 	2.txt
38700669 	8493772 	Bryconops lucida Kner, 1858 	good 	2.txt
737188 	735042 	Bubo africanus (Temminck, 1821) 	good 	2.txt
38547784 	1211541 	Buskia nitens Alder, 1856 	good 	2.txt
30454907 	787844 	Bycanistes brevis (Friedmann, 1929) 	good 	2.txt
1168366 	1166132 	Caecidotea dauphina Modlin, 1986 	good 	2.txt
30454961 	1891064 	Cairina scutulata 	good 	2.txt
738761 	736615 	Calandrella brachydactyla (Leisler, 1814) 	good 	2.txt
394914 	394852 	Calcarina 	good 	2.txt
14530019 	4150739 	Caligus rapax Milne-Edwards, 1840 	good 	2.txt
11306385 	49158 	Calliactis vincentina Pax, 1926 	good 	2.txt
38699748 	4469369 	Callianassa stenomastaxa Sakai 	good 	2.txt
11588092 	382918 	Calliderma Gray, 1847 	good 	2.txt
38697413 	8485529 	Calliostoma tranquebarica Roeding 	good 	2.txt
11194368 	4478855 	Callistocythere keiji (Hartmann, 1978) 	good 	2.txt
38704443 	8494315 	Caloneis maxima (Greg.) Mills 	good 	2.txt
1047584 	1045365 	Caloplaca thallincola (Wedd.) Du Rietz 	good 	2.txt
32146832 	1650000 	Calumma nasuta 	good 	2.txt
11207432 	4488953 	Camacolaimus glandulosus 	good 	2.txt
4928896 	736637 	Camarhynchus pallidus (Sclater & Salvin, 1870) 	good 	2.txt
738798 	736652 	Campephaga quiscalina Finsch, 1869 	good 	2.txt
38696815 	8485335 	Cantharidus plumbelenchus capillaceus (Philippi) 	good 	2.txt
728058 	725911 	Caprimulgus indicus Latham, 1790 	good 	2.txt
30454897 	724686 	Caracara lutosa Ridgway, 1876 	good 	2.txt
11037801 	4398103 	Carcinocaris serrichelata Cottarelli, Bruno & Berera, 2006 	good 	2.txt
38699503 	4541180 	Cardium lobulatum Deshayes 	good 	2.txt
332601 	332561 	Cariamidae 	good 	2.txt
31437268 	7882086 	Caryophyllia arcuata 	good 	2.txt
38684877 	847767 	Catapagurus sharreri A. Milnne-Edwards, 1880 	good 	2.txt
532402 	532327 	Cavernularia obesa Valenciennes in Milne Edwards & Haime, 1850 	good 	2.txt
38703800 	4465675 	Cavineptunea monstrosa Powell 	good 	2.txt
32056862 	4435509 	Centrobotrys thermophila 	good 	2.txt
38683939 	8484153 	Centroceros avalona 	good 	2.txt
38693234 	378619 	Centropages Kr?yer, 1849 	bad 	2.txt
736577 	734431 	Centropus steerii Bourns & Worcester, 1894 	good 	2.txt
1421343 	1419123 	Cephalopholis spiloparaea (Valenciennes, 1828) 	good 	2.txt
38694753 	1573580 	Ceramium tenuissimum Laubier, 1967 	good 	2.txt
7934517 	28745 	Ceratium azoricum Cleve, 1900 	good 	2.txt
2019758 	2014841 	Cerebratulus luridus 	good 	2.txt
1164796 	1162576 	Cerebratulus roseus (Delle Chiaje, 1841) 	good 	2.txt
38693347 	8484635 	Cerianthus actinioideus (Spallanzani, 1784) 	good 	2.txt
38698000 	4439705 	Cerithiopsis acontium Dall 	good 	2.txt
796844 	794695 	Cerithium atratum (Born, 1778) 	good 	2.txt
31447389 	4418206 	Cetoconcha angolensis 	good 	2.txt
156931769 	155386190 	Ceyx nigromaxilla Rothschild & Hartert, 1905 	good 	2.txt
11381358 	782478 	Ceyx pictus 	good 	2.txt
156931763 	155386187 	Ceyx solitarius Temminck, 1836 	good 	2.txt
784705 	782559 	Chaetocercus astreans (Bangs, 1899) 	good 	2.txt
7681426 	2682902 	Chaetoceros subsecundus 	good 	2.txt
38705087 	337991 	Chaetocerotales Round & Crawford, 1990 	good 	2.txt
11420754 	769654 	Chaetophractus nationi 	good 	2.txt
738953 	736807 	Chamaeza turdina (Cabanis & Heine, 1859) 	good 	2.txt
31444944 	1216642 	Chaperiopsis chathamensis 	good 	2.txt
333965 	333925 	Characeae 	good 	2.txt
8448252 	725133 	Charadrius melodus 	good 	2.txt
727302 	725155 	Charadrius peronii Schlegel, 1865 	good 	2.txt
38703299 	353029 	Charax Scopoli (ex Gronow), 1777 	good 	2.txt
38683820 	889948 	Charitometra incisa 	good 	2.txt
38698344 	8485813 	Cheilea porosa (Reeve) 	good 	2.txt
38694762 	1403116 	Cheilopogon pinnatibarbatus (Valenciennes, 1847) 	good 	2.txt
4728 	4717 	Cheilosporum acutilobum (Decaisne) Piccone 	good 	2.txt
11016483 	4384704 	Cheirocratus sundevalli (Rathke, 1843) 	good 	2.txt
14925653 	4190499 	Cheirodonta Marshall, 1983 	good 	2.txt
7770308 	368406 	Chelura Philippi, 1839 	good 	2.txt
11137922 	2999721 	Chelycypraea testudinaria (Linnaeus, 1758) 	good 	2.txt
11409086 	724356 	Chen caerulescens 	good 	2.txt
40255453 	5402586 	Chettusia leucura 	good 	2.txt
1429135 	1426915 	Chiloglanis niger Roberts, 1989 	good 	2.txt
5002880 	2516291 	Chirostylus Ortmann, 1892 	good 	2.txt
7940619 	736827 	Chlamydera lauterbachi Reichenow, 1897 	good 	2.txt
38703200 	4538903 	Chlamys kiwaensis Powell 	good 	2.txt
1428776 	1426556 	Chlopsis bicolor Rafinesque, 1810 	good 	2.txt
1432358 	1430139 	Chlorurus strongylocephalus (Bleeker, 1854) 	good 	2.txt
843607 	841459 	Cholidya polypi Farran, 1914 	good 	2.txt
11038701 	767618 	Chromadora nudicapitata (Bastian, 1865) 	good 	2.txt
11380982 	734387 	Chrysococcyx crassirostris 	good 	2.txt
736542 	734396 	Chrysococcyx flavigularis Shelley, 1880 	good 	2.txt
1899732 	1893369 	Chrysococcyx rufomerus Hartert, 1900 	good 	2.txt
38703780 	7881925 	Chrysogorgia spiculata (Verrill) 	good 	2.txt
1235341 	1233088 	Chrysopetalum occidentale Johnson, 1897 	good 	2.txt
2402291 	2399667 	Chrysophrys pugicephalus Gilchrist & Thompson, 1909 	good 	2.txt
38693159 	2682372 	Chrysophyta Pascher 	good 	2.txt
38698350 	8485814 	Cincinnatia floridensis (Frauenfeld) 	good 	2.txt
7722737 	2704083 	Circe hyalina Van Beneden, 1866 	good 	2.txt
38673168 	7891408 	Circe stutzeri 	good 	2.txt
156931699 	2876548 	Circus spilothorax Salvadori & D'Albertis, 1875 	good 	2.txt
1169534 	1167299 	Cirolana australis Keable, 2001 	good 	2.txt
2020862 	2018458 	Cirolana hirtipes H. Milne Edwards, 1840 	good 	2.txt
38703205 	1382204 	Cirrenalia pseudomacrocephala Kohlm 	good 	2.txt
1425398 	1423178 	Cirripectes viriosus Williams, 1988 	good 	2.txt
739083 	736937 	Cissa thalassina (Temminck, 1826) 	good 	2.txt
739104 	736958 	Cisticola distinctus Lynes, 1930 	good 	2.txt
739119 	736973 	Cisticola melanurus (Cabanis, 1882) 	good 	2.txt
532861 	532786 	Cladocora pacifica Cairns, 1991 	good 	2.txt
7760180 	380122 	Clausocalanus Giesbrecht, 1888 	good 	2.txt
38684178 	8484338 	Clavus alablster 	good 	2.txt
356353 	356334 	Clinocottus 	good 	2.txt
1407933 	1405708 	Coelorinchus formosanus Okamura, 1963 	good 	2.txt
38683593 	4470619 	Colina pinguis (adams, 1855) 	good 	2.txt
1414945 	1412726 	Colletteichthys dussumieri (Valenciennes, 1837) 	good 	2.txt
38704975 	7882569 	Colobonema rufobrunnae (Kramp, 1913) 	good 	2.txt
727599 	725452 	Columba rupestris Pallas, 1811 	good 	2.txt
38695514 	4587745 	Comantheria delicata (Clark) 	good 	2.txt
7759998 	385390 	Conchoecia Dana, 1853 	good 	2.txt
11246227 	1906514 	Conchoecia curta 	good 	2.txt
2380278 	2377863 	Congromuraena musteliceps Alcock, 1894 	good 	2.txt
8231793 	2477393 	Conoidea 	good 	2.txt
821327 	819179 	Conus austini Rehder and Abbott, 1951 	good 	2.txt
14334553 	2926186 	Conus flavidus Lamarck, 1822 	good 	2.txt
14974874 	2918669 	Conus pertusus Hwass, 1792 	good 	2.txt
11369984 	4590377 	Coracias naevia 	good 	2.txt
14318945 	6214010 	Corallina cristata Linnaeus, 1758 	good 	2.txt
38697991 	8485693 	Corbula feiferi Preston 	good 	2.txt
739282 	737136 	Corvus meeki Rothschild, 1904 	good 	2.txt
11036199 	4396759 	Corycaeus alatus Giesbrecht, 1891 	good 	2.txt
38672950 	8483617 	Coryophophylax subcristatus 	good 	2.txt
1421761 	1419541 	Coryphoblennius galerita (Linnaeus, 1758) 	good 	2.txt
38704064 	8494211 	Coscinodiscus lineatus var. ellipticus Kolbe 	good 	2.txt
38700304 	8493659 	Coscinodiscus marginulatus var. campechiana Grun 	good 	2.txt
21971940 	6948307 	Cossurida 	good 	2.txt
739315 	737169 	Cossypha humeralis (Smith, 1836) 	good 	2.txt
739327 	737181 	Cotinga maynana (Linnaeus, 1766) 	good 	2.txt
332541 	332501 	Cotingidae 	good 	2.txt
38700297 	4495731 	Couthouyia pasithea R. Kilburn 	good 	2.txt
8280907 	2515868 	Crassula rupestris 	good 	2.txt
38700628 	8493762 	Creswellia palmariana Grev 	good 	2.txt
8567572 	3136326 	Cribochalina 	good 	2.txt
29874291 	492613 	Crotalus unicolor 	good 	2.txt
1241307 	1239080 	Crucigera websteri Benedict, 1887 	good 	2.txt
38703765 	1101642 	Cryphalus boswelliae Stebbing 	good 	2.txt
726181 	724034 	Crypturellus cinnamomeus (Lesson, 1842) 	good 	2.txt
38699478 	4545262 	Ctenoides barnardi Kilburn 	good 	2.txt
1473877 	1471649 	Culex anips Dyar, 1916 	good 	2.txt
23172077 	614733 	Cumella garrityi 	good 	2.txt
8357621 	492792 	Cuora pani 	good 	2.txt
733156 	731010 	Cuthona viridis (Forbes, 1840) 	good 	2.txt
739384 	737238 	Cutia nipalensis Hodgson, 1837 	good 	2.txt
792196 	790050 	Cyanoramphus forbesi Rothschild, 1893 	good 	2.txt
13807571 	394910 	Cyclammina Brady, 1879 	good 	2.txt
29164578 	838199 	Cyclocardia ventricosa 	good 	2.txt
38703172 	840052 	Cycloleberis squamiger (Scott) 	good 	2.txt
38694191 	4507801 	Cyclopecten undatus (Verrill & Smith 1885) 	good 	2.txt
156931988 	155386304 	Cyclopsitta nigrifrons (Reichenow, 1891) 	good 	2.txt
38700041 	11269 	Cymbella kappii (Choln) Choln 	good 	2.txt
8567911 	3136401 	Cymbiolista hunteri 	good 	2.txt
8239893 	726623 	Cynomys ludovicianus 	good 	2.txt
2427362 	2424035 	Cynothrissa ansorgii (Boulenger, 1910) 	good 	2.txt
739441 	737295 	Cyornis poliogenys Brooks, 1879 	good 	2.txt
4930401 	2466021 	Cyornis rufigastra (Raffles, 1822) 	good 	2.txt
739449 	737303 	Cyornis unicolor Blyth, 1843 	good 	2.txt
1405115 	1402890 	Cyphocharax notatus (Steindachner, 1908) 	good 	2.txt
38704068 	4400245 	Cyrtomaia griffini Richer de Forges & Guinot, 1989 	good 	2.txt
38696782 	775303 	Cystisoma longipes Bovallius 	good 	2.txt
8220108 	769781 	Damaliscus lunatus 	good 	2.txt
8220110 	769779 	Damaliscus pygargus 	good 	2.txt
8249320 	1275089 	Damasonium alisma 	good 	2.txt
12488924 	4376585 	Daptonema planiere (Vitiello, 1971) 	good 	2.txt
11177553 	4470157 	Dasynemoides albaensis (Warwick & Platt, 1973) 	good 	2.txt
726941 	724794 	Dendragapus obscurus (Say, 1823) 	good 	2.txt
7721726 	335613 	Dendroceratida Minchin, 1900 	good 	2.txt
728297 	726150 	Dendroica caerulescens (Gmelin, 1789) 	good 	2.txt
728314 	726167 	Dendroica palmarum (Gmelin, 1789) 	good 	2.txt
530584 	530520 	Dendronephthya pellucida Henderson, 1909 	good 	2.txt
533158 	533083 	Dendrophyllia florulenta Alcock, 1902 	good 	2.txt
32774886 	8278819 	Dendrophyllia gravis 	good 	2.txt
8307346 	2714101 	Dentalium pilsbryi 	good 	2.txt
38699454 	8486163 	Denticella margaritifera Shadbolt 	good 	2.txt
38699725 	8486245 	Dentobunus dentatus (With.) 	good 	2.txt
1170501 	1168283 	Desmosoma acutus Menzies & George, 1972 	good 	2.txt
333517 	333477 	Desulfobacteraceae 	good 	2.txt
5213642 	355840 	Diademichthys Pfaff, 1942 	good 	2.txt
8739905 	874337 	Dianthus armeria 	good 	2.txt
4929711 	2460112 	Dicaeum haematostictum Sharpe, 1876 	good 	2.txt
10974679 	526665 	Didemnum fulgens Milne-Edwards, 1841 	good 	2.txt
739559 	737413 	Diglossa baritula Wagler, 1832 	good 	2.txt
13768203 	4407121 	Dikoleps cutleriana (Clark W., 1848) 	good 	2.txt
536735 	536655 	Diphasia thornelyi Ritchie, 1909 	good 	2.txt
38704951 	8494475 	Diploneis frickei (V.H.) Heiden & Kolbe 	good 	2.txt
38683827 	8484076 	Dipolydora dorsomaculata 	good 	2.txt
535225 	535149 	Distichopora profunda Hickson & England, 1909 	good 	2.txt
528733 	528641 	Doliopsoides horizoni Tokioka & Berner, 1958 	good 	2.txt
38703153 	8493936 	Dromidiopsis cranioides De Man 	good 	2.txt
38703154 	4404636 	Dromidiopsis lethrinusae Takeda & Kurata, 	good 	2.txt
1410653 	1408434 	Ebosia falcata Eschmeyer & Rama-Rao, 1978 	good 	2.txt
8248165 	1182409 	Echinacea tennesseensis 	good 	2.txt
38698876 	3033762 	Echinolittorina feejeensis Imamura & Amaoka 	good 	2.txt
11154586 	4454771 	Echinoplectanum pudicum Justine & Euzet, 2006 	good 	2.txt
337215 	337173 	Echiuridae 	good 	2.txt
30424463 	737500 	Elminia albicauda Barboza du Bocage, 1877 	good 	2.txt
339737 	339695 	Elphidiidae 	good 	2.txt
38703165 	784080 	Emarginula pumila (Adams) 	good 	2.txt
21892768 	737514 	Emberiza elegans Temminck, 1835 	good 	2.txt
736104 	733958 	Emberiza melanocephala Scopoli, 1769 	good 	2.txt
1409253 	1407028 	Emblemariopsis pricei Greenfield, 1975 	good 	2.txt
10984741 	609877 	Endectyon (Endectyon) delaubenfelsi Burton, 1930 	good 	2.txt
5030447 	1421753 	Engraulis ringens 	good 	2.txt
739693 	737547 	Enicurus leschenaulti (Vieillot, 1818) 	good 	2.txt
739698 	737552 	Enicurus velatus Temminck, 1822 	good 	2.txt
38704075 	8494214 	Ensidens ensidens ingallsianus (Lea) 	good 	2.txt
739714 	737568 	Epimachus fastuosus (Hermann, 1783) 	good 	2.txt
31214792 	3248932 	Epimeria annabellae Coleman 1994 	good 	2.txt
38704575 	8494366 	Episeptum anaboliae Hylis et al. 	good 	2.txt
38696158 	344118 	Epitonium (Hyaloscala kraussi (Nyst, 1871) 	good 	2.txt
11418524 	2465972 	Equus africanus 	good 	2.txt
14079694 	4591338 	Erythropygia coryphaeus (Lesson, 1831) 	good 	2.txt
1213265 	1211043 	Escharella levinseni Hayward, 1994 	good 	2.txt
739772 	737626 	Estrilda ochrogaster Salvadori, 1897 	good 	2.txt
1175912 	1173685 	Etlastenasellus confinis Bowman, 1982 	good 	2.txt
11007854 	731001 	Eubranchus vittatus (Alder & Hancock, 1842) 	good 	2.txt
31456755 	7891711 	Euchelus ringes 	good 	2.txt
38698281 	8485781 	Eucheuma dichotomum Van Bosse 	good 	2.txt
38704353 	8494297 	Eucrate crassimanus (Dana) 	good 	2.txt
1404821 	1402596 	Eudontomyzon danfordi Regan, 1911 	good 	2.txt
8211116 	2876556 	Eudyptes filholi Hutton, 1879 	good 	2.txt
726209 	724062 	Eudyptes sclateri Buller, 1888 	good 	2.txt
38684719 	10648 	Euglena viridis Ehrenberg, 1830 	good 	2.txt
1171595 	1169376 	Euidotea halei Poore & Lew Ton, 1993 	good 	2.txt
11009099 	4378243 	Eulimella neoattenuata (Gaglini, 1992) 	good 	2.txt
38704355 	2972283 	Eumunida sternomaculata de Saint Laurent & Macpherson 	good 	2.txt
30424530 	737645 	Eumyias panayensis (Sharpe, 1877) 	good 	2.txt
1232135 	1229910 	Eunice flaccida Grube, 1869 	good 	2.txt
739821 	737675 	Euphonia violacea (Linnaeus, 1758) 	good 	2.txt
737306 	735160 	Eurostopodus diabolicus Stresemann, 1931 	good 	2.txt
737305 	735159 	Eurostopodus mystacalis (Temminck, 1826) 	good 	2.txt
10976769 	524952 	Eurycyde muricata Child, 1995 	good 	2.txt
1169698 	1167463 	Eurydice czerniavsky Bacescu, 1948 	good 	2.txt
21921631 	840087 	Eusarsiella childi 	good 	2.txt
30353814 	779951 	Eusarsiella elofsoni 	good 	2.txt
1408463 	1406238 	Eustomias monoclonoides Clarke, 1999 	good 	2.txt
31244961 	7799505 	Exoginae 	good 	2.txt
1175789 	1173562 	Exosphaeroma diminutum Menzies & Frankenberg, 1966 	good 	2.txt
30423820 	724699 	Falco cherrug Gray, 1834 	good 	2.txt
1406789 	1404564 	Fenestraja plutonia (Garman, 1881) 	good 	2.txt
14405681 	2466025 	Ficedula albicilla (Pallas, 1811) 	good 	2.txt
11089383 	4190729 	Filodrillia 	good 	2.txt
38694860 	2458837 	Filograninae (Bate, 1857) 	good 	2.txt
1411075 	1408856 	Foa hyalina (Smith & Radcliffe, 1912) 	good 	2.txt
14787747 	6469295 	Formio 	good 	2.txt
739902 	737756 	Fraseria cinerascens Hartlaub, 1857 	good 	2.txt
10996939 	37959 	Fucus spiralis Linnaeus, 1753 	good 	2.txt
41018492 	9179398 	Fulica newtonii Milne-Edwards, 1867 	good 	2.txt
11208104 	4489503 	Fusivoluta lemaitrei Poppe, 1992 	good 	2.txt
11038415 	1175308 	Gaetanus tenuispinus (Sars G.O., 1900) 	good 	2.txt
38694243 	49248 	Galatheanthemum hadale Carlgren 	good 	2.txt
8279650 	1426677 	Galaxias paucispondylus 	good 	2.txt
11247297 	4516855 	Gammarus olivii Milne-Edwards, 1830 	good 	2.txt
352106 	352088 	Gerardia 	good 	2.txt
782312 	780166 	Gigantocypris muelleri Skogsberg, 1920 	good 	2.txt
1415360 	1413141 	Glaucostegus typus (Anonymous [Bennett], 1830) 	good 	2.txt
1169443 	1167208 	Glossobius auritus Bovallius, 1885 	good 	2.txt
420318 	420260 	Gluconacetobacter 	good 	2.txt
38694869 	2060215 	Glycera rouxii (Busk, 1854) 	good 	2.txt
7931270 	1167046 	Glyptonotus antarcticus Eights, 1853 	good 	2.txt
11094114 	4149587 	Gnathophausia fagei Casanova, 1996 	good 	2.txt
1410581 	1408362 	Gobiodon fulvus Herre, 1927 	good 	2.txt
38703715 	8494112 	Gomphonema kamtschaticum var. antarcticum Perag. M. 	good 	2.txt
38696680 	4435031 	Gondogeneia microdeuteropa (Haswell) 	good 	2.txt
38697962 	8485680 	Gracilariopsis folifera (Forssk.) Boergesen 	good 	2.txt
11388640 	737945 	Grallaria rufocinerea 	good 	2.txt
38700280 	4350197 	Grammatophora arctica Cleve 	good 	2.txt
38694877 	839117 	Graneledone verrucosa (Kanmacher, 1798) 	good 	2.txt
38684578 	4407186 	Gymnobela pyrrhogramma (Dautzenberg &amp; Fischer H., 1896) 	good 	2.txt
31465084 	4409378 	Gymnobela yoshidai 	good 	2.txt
740118 	737972 	Gymnocichla nudiceps (Cassin, 1850) 	good 	2.txt
38673699 	1584837 	Gymnodinium micrum (Leadbeater & Dodge) Loeblich, 1970 	good 	2.txt
31423773 	2466405 	Gymnopithys lunulatus (Sclater & Salvin, 1873) 	good 	2.txt
1433341 	1431122 	Gymnothorax angusticauda (Weber & de Beaufort, 1916) 	good 	2.txt
1605669 	49048 	Halcampa decemtentaculata Hand, 1954 	good 	2.txt
156931780 	10902183 	Halcyon gularis (Kuhl, 1820) 	good 	2.txt
11028067 	4387849 	Halectinosoma clavatum (Sars G.O., 1920) 	good 	2.txt
8247370 	724577 	Haliaeetus vocifer 	good 	2.txt
38700590 	8278341 	Halice anacantha Barnard 	good 	2.txt
38697644 	7869213 	Halirages huxleyanus (Bate) 	good 	2.txt
38696458 	1906517 	Halocypris brevirostris (Dana) 	good 	2.txt
23561596 	461137 	Haloniscus Chilton, 1920 	good 	2.txt
38684631 	1094 	Halymenia rosea M.Howe & W.R.Taylor 	good 	2.txt
1238598 	1236306 	Haplosyllis depressa dollfusi (Fauvel, 1933) 	good 	2.txt
11007721 	775901 	Harpinia plumosa (Kroyer, 1842) 	good 	2.txt
11474899 	4406808 	Hastula matheroniana 	good 	2.txt
11030272 	4394639 	Hatschekia balistae Cadenat, 1954 	good 	2.txt
1405336 	1403111 	Helcogramma kranos Fricke, 1997 	good 	2.txt
535823 	535745 	Helgicirrha medusifera (Bigelow, 1909) 	good 	2.txt
39689723 	1893442 	Heliactin cornuta 	good 	2.txt
11525531 	340541 	Heliodomidae Vigneaux, 1949 	good 	2.txt
7769139 	2721827 	Hemilamprops uniplicata 	good 	2.txt
2406857 	2403740 	Hemiramphus limbatus Valenciennes, 1847 	good 	2.txt
14575835 	394906 	Hemisphaerammina Loeblich & Tappan, 1957 	good 	2.txt
740167 	738021 	Hemitesia neumanni (Rothschild, 1908) 	good 	2.txt
14530564 	2744300 	Hepsetia 	good 	2.txt
1409291 	1407066 	Heterocharax leptogrammus Toledo-Piza, 2000 	good 	2.txt
38684596 	837063 	Heterodoris robusta Verrill &amp; Emerton, 1882 	bad 	2.txt
38697047 	4417284 	Heterometra philiberti (Mueller) 	good 	2.txt
848135 	845987 	Heterophlias seclusus 	good 	2.txt
8426992 	724666 	Hieraaetus fasciatus 	good 	2.txt
7722400 	370592 	Higginsia Higgin, 1877 	good 	2.txt
13575462 	412045 	Hillea Schiller, 1925 	good 	2.txt
1217391 	1215155 	Himantozoum dissimile d'Hondt & Gordon, 1996 	good 	2.txt
849238 	847090 	Hippolyte clarki Chace, 1951 	good 	2.txt
14155542 	2917234 	Hippopus hippopus (Linnaeus, 1758) 	good 	2.txt
15047486 	4547499 	Holothuria minuta (Fabricius, 1780) 	good 	2.txt
22422285 	3336589 	Holothuria pardalis Selenka, 1867 	good 	2.txt
8009424 	2458339 	Homolodromioidea Alcock, 1900 	good 	2.txt
1423279 	1421059 	Hoplobrotula armata (Temminck & Schlegel, 1846) 	good 	2.txt
38673492 	743887 	Hydrobia ventrosa (Montagu) 	good 	2.txt
38704041 	7882473 	Hydrodendron caciniformis (Ritchie) 	good 	2.txt
2339557 	1387291 	Hygrocybe spadicea 	good 	2.txt
